"problem_id","problem_name","keywords","office_id","status","adminReply","createdAt","createdBy","source"
"1178","Faculty contact for skill development","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1179","Faculty contact for professional certifications","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1180","Faculty contact for industry sponsored project","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1181","How to get HOD approval for project","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1182","How to get dean approval for leave","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1183","How to get faculty NOC for internship","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1184","Faculty contact for NSS and NCC","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1185","Faculty coordinator for placement training","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1186","Faculty list on official college website","teacher, faculty, cabin, professor","12","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1187","Student counsellor office location","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1188","How to book counselling appointment","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1189","Anti-ragging cell contact details","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1190","How to file ragging complaint","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1191","Sexual harassment complaint cell","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1192","Grievance redressal process at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1193","Mental health services at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1194","Student mentor contact details","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1195","Peer support program at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1196","Stress management workshops at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1197","Student welfare officer contact","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1198","Complaint against faculty process","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1199","Anonymous complaint submission process","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1200","Support for international students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1201","Support for students with disabilities","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1202","Counsellor availability timing","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1203","Online counselling for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1204","Support for first-generation students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1205","Emotional support for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1206","How to get counselling certificate","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1207","Group therapy sessions at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1208","Career counselling services at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1209","Mediation services for student disputes","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1210","Support for domestic violence victims","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1211","How to report bullying at campus","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1212","Legal aid services for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1213","Scholarship counselling services","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1214","Support for students with learning difficulties","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1215","How to get referral to psychiatrist","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1216","Student helpline number at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1217","Language support services for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1218","Yoga and meditation sessions at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1219","How to reach out in mental health crisis","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1220","Support for exam anxiety","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1221","Counselling for career confusion","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1222","Support for family emergency situations","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1223","How to report substance abuse concern","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1224","Dropout prevention counselling","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1225","Financial counselling for students in need","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1226","How to escalate grievance to management","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1227","Counsellor email and phone number","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1228","Counsellor office block and room","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1229","Anti-ragging squad contact at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1230","Ragging complaint email address","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1231","Ragging penalty at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1232","How to report anonymous complaint about ragging","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1233","ICC contact details at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1234","POSH committee details at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1235","Grievance redressal committee members","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1236","Process to raise complaint to ombudsman","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1237","How to file RTI for academic grievance","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1238","Student grievance portal registration","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1239","Complaint tracking ID process","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1240","How to get complaint resolution certificate","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1241","Complaint resolution timeline","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1242","Counselling for study abroad anxiety","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1243","Counselling for academic pressure","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1244","Counselling for relationship issues","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1245","Counselling for loneliness and isolation","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1246","Counselling for gender identity issues","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1247","Counselling for financial stress","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1248","Counselling for addiction","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1249","How to get mental health leave","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1250","Mental health leave approval process","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1251","Anti-depression support at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1252","How to get anxiety management help","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1253","Mindfulness training at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1254","How to get peer support buddy","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1255","Student buddy program enrollment","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1256","Suicide prevention helpline at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1257","Crisis support number at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1258","NIMHANS helpline for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1259","Vandrevala Foundation helpline for students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1260","How to support a friend in crisis","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1261","Campus safe space for LGBTQ students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1262","How to join mental wellness club","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1263","Self-help resources for mental health","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1264","Counsellor for sports performance anxiety","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1265","Counsellor for placement interview anxiety","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1266","Career guidance cell contact","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1267","Alumni mentoring for career guidance","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1268","How to report substance in hostel","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1269","How to report a missing student","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1270","How to report suspicious behavior","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1271","Distress signal process at campus","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1272","How to help a student with mental health issue","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1273","Counselling services for faculty to support students","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1274","Annual mental health day at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1275","Student mental health policy at college","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1276","How to get counselling report for medical leave","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1277","Counselling session free or paid","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1278","Group counselling for exam stress","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1279","How to find online mental health resources","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1280","Counselling for academic failure recovery","counselling, counselor, mental health, grievance","13","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1281","How to access college portal login","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1282","LMS login credentials reset process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1283","College Wi-Fi password for students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1284","College email account creation","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1285","IT helpdesk location and contact number","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1286","How to reset forgot portal password","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1287","College mobile app download link","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1288","Online assignment submission process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1289","How to check marks on student portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1290","Virtual classroom access process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1291","How to install college VPN","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1292","IT lab booking process for students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1293","Software installation request process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1294","Internet speed complaint on campus","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1295","How to download marksheet from portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1296","Portal login not working issue fix","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1297","How to submit attendance query online","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1298","College email not working issue","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1299","How to update mobile number on portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1300","How to access online exam platform","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1301","ERP system login for students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1302","How to upload project on submission portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1303","How to access IEEE or JSTOR from portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1304","IT support for online examination issues","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1305","Student portal features and guide","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1306","How to link UID with student portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1307","Biometric registration for new students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1308","How to access attendance on phone","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1309","Campus printer access process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1310","How to get college email signature","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1311","Two-factor authentication setup on portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1312","How to update address in student portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1313","Portal session timeout issue fix","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1314","How to apply for no-dues online","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1315","Video conferencing tool at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1316","How to access cloud storage provided","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1317","Internet access in hostels process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1318","Campus network security policy","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1319","How to register for college newsletter","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1320","IT support ticketing system process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1321","IT helpdesk email address","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1322","IT helpdesk phone number","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1323","IT helpdesk location block and floor","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1324","Google Workspace setup for college email","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1325","Microsoft Office access for students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1326","How to access MATLAB from college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1327","How to access AutoCAD from college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1328","SPSS software access at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1329","Python IDE available at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1330","How to access SAP software at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1331","How to use college printer remotely","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1332","How to access virtual lab","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1333","How to use simulation software at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1334","IT lab access on weekends","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1335","How to book computer lab time slot","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1336","How to report cyber security incident","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1337","How to reset biometric at attendance system","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1338","How to enable email notifications on portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1339","How to track assignment submission status","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1340","How to upload assignment on Moodle","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1341","How to download study material from LMS","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1342","LMS course enrollment process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1343","Portal username format for students","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1344","How to change portal username","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1345","How to verify college email","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1346","How to get VPN for accessing resources from home","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1347","How to access online lab from home","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1348","How to report phishing email","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1349","Cybersecurity awareness training at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1350","IT support hours at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1351","Emergency IT support contact","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1352","How to get software license for project","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1353","Student discount on software purchase","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1354","How to activate Microsoft Student license","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1355","How to activate Adobe Student license","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1356","Internet usage policy at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1357","Social media usage policy at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1358","How to report cyber bullying at college","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1359","Technical issue with online examination","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1360","How to request IT equipment for event","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1361","How to request projector for classroom","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1362","IT asset issuance process for research","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1363","How to connect to college intranet","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1364","Network problem in specific classroom","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1365","Wi-Fi dead zone complaint process","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1366","How to configure email on mobile phone","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1367","How to sync college calendar on phone","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1368","How to use video conferencing for viva","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1369","How to troubleshoot portal issue on mobile","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1370","How to access e-library from mobile","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1371","IT help for students with disability","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1372","Accessibility features on student portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1373","How to get screen reader access for portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1374","How to get IT support for thesis writing","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1375","Cloud server allocation for student project","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1376","How to submit research data to college portal","technical, portal, lms, login","14","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1377","Placement cell location and floor","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1378","How to register for campus placements","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1379","Placement drive schedule for this semester","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1380","Which companies recruit from engineering school","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1381","Who is the placement coordinator","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1382","How to get internship through college","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1383","Process for off-campus placement NOC","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1384","Industry visit schedule for management students","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1385","Placement coordinator contact for pharmacy school","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1386","How to submit internship completion certificate","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1387","Does college have startup incubation center","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1388","Highest package offered in recent placement","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1389","Which IT companies visit our campus","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1390","How to prepare for campus interviews","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1391","Which companies provide summer internships","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1392","How to get internship offer letter from college","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1393","Does IBM visit for campus hiring","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1394","Does Microsoft recruit from our college","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1395","How many companies visit the campus annually","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1396","Placement brochure download process","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1397","Company MoU list for technical courses","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1398","How many students from CSE got placed last year","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1399","Does college organize job fairs","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1400","Can final year students apply for internship","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1401","What is the minimum CGPA for placements","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1402","Placement registration deadline for current batch","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1403","Pre-placement training schedule at college","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"1404","How many industry connections does the university have","placement, internship, resume, job fair","15","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
